#Contig name	K-mer length	Contig length in k-mers	Colored k-mers	Proportion of colored k-mers in contig	Mode k-mer coverage depth	K-mer observations	Total	Proportion of k-mer observations in sample
contig-815000000	31	193	0	0	6	1158	21898680	5.28799e-05
contig-644000001	31	228	0	0	6	1368	21898680	6.24695e-05
contig-672000002	31	241	0	0	4	964	21898680	4.40209e-05
contig-627000003	31	242	0	0	5	1210	21898680	5.52545e-05
contig-816000000	31	192	0	0	2	384	21898680	1.75353e-05
contig-645000001	31	226	0	0	4	904	21898680	4.1281e-05
contig-673000002	31	240	0	0	4	960	21898680	4.38383e-05
contig-817000000	31	192	0	0	2	384	21898680	1.75353e-05
contig-628000003	31	302	0	0	10	3020	21898680	0.000137908
contig-818000000	31	192	0	0	2	384	21898680	1.75353e-05
contig-646000001	31	226	0	0	4	904	21898680	4.1281e-05
contig-674000002	31	240	0	0	3	720	21898680	3.28787e-05
contig-629000003	31	416	0	0	2	832	21898680	3.79932e-05
contig-819000000	31	192	0	0	2	384	21898680	1.75353e-05
contig-647000001	31	225	0	0	5	1125	21898680	5.1373e-05
contig-675000002	31	239	0	0	6	1434	21898680	6.54834e-05
contig-820000000	31	211	0	0	6	1266	21898680	5.78117e-05
contig-648000001	31	226	0	0	5	1130	21898680	5.16013e-05
contig-630000003	31	239	0	0	6	1434	21898680	6.54834e-05
contig-676000002	31	239	0	0	6	1434	21898680	6.54834e-05
contig-821000000	31	191	0	0	4	764	21898680	3.48879e-05
contig-631000003	31	238	0	0	6	1428	21898680	6.52094e-05
contig-649000001	31	224	0	0	2	448	21898680	2.04579e-05
contig-677000002	31	244	0	0	10	2440	21898680	0.000111422
contig-822000000	31	191	0	0	4	764	21898680	3.48879e-05
contig-632000003	31	237	0	0	3	711	21898680	3.24677e-05
contig-650000001	31	224	0	0	4	896	21898680	4.09157e-05
contig-823000000	31	191	0	0	2	382	21898680	1.7444e-05
contig-678000002	31	236	0	0	4	944	21898680	4.31076e-05
contig-633000003	31	361	0	0	4	1444	21898680	6.594e-05
contig-824000000	31	191	0	0	8	1528	21898680	6.97759e-05
contig-651000001	31	223	0	0	4	892	21898680	4.0733e-05
contig-679000002	31	267	0	0	7	1869	21898680	8.53476e-05
contig-634000003	31	239	0	0	10	2390	21898680	0.000109139
contig-825000000	31	191	0	0	3	573	21898680	2.6166e-05
contig-652000001	31	223	0	0	4	892	21898680	4.0733e-05
contig-680000002	31	235	0	0	3	705	21898680	3.21937e-05
contig-635000003	31	235	0	0	3	705	21898680	3.21937e-05
contig-826000000	31	191	0	0	2	382	21898680	1.7444e-05
contig-653000001	31	223	0	0	6	1338	21898680	6.10996e-05
contig-827000000	31	220	0	0	4	880	21898680	4.01851e-05
contig-681000002	31	235	0	0	4	940	21898680	4.2925e-05
contig-636000003	31	235	0	0	3	705	21898680	3.21937e-05
contig-828000000	31	191	0	0	4	764	21898680	3.48879e-05
contig-654000001	31	222	0	0	6	1332	21898680	6.08256e-05
contig-682000002	31	235	0	0	4	940	21898680	4.2925e-05
contig-829000000	31	190	0	0	4	760	21898680	3.47053e-05
contig-637000003	31	253	0	0	8	2024	21898680	9.24257e-05
contig-830000000	31	190	0	0	2	380	21898680	1.73526e-05
contig-655000001	31	222	0	0	2	444	21898680	2.02752e-05
contig-683000002	31	234	0	0	4	936	21898680	4.27423e-05
contig-831000000	31	190	0	0	4	760	21898680	3.47053e-05
contig-638000003	31	234	0	0	8	1872	21898680	8.54846e-05
contig-832000000	31	190	0	0	2	380	21898680	1.73526e-05
contig-656000001	31	222	0	0	6	1332	21898680	6.08256e-05
contig-684000002	31	234	0	0	2	468	21898680	2.13712e-05
contig-639000003	31	233	0	0	6	1398	21898680	6.38395e-05
contig-833000000	31	220	0	0	8	1760	21898680	8.03701e-05
contig-657000001	31	224	0	0	6	1344	21898680	6.13736e-05
contig-685000002	31	233	0	0	5	1165	21898680	5.31996e-05
contig-640000003	31	232	0	0	2	464	21898680	2.11885e-05
contig-834000000	31	189	0	0	2	378	21898680	1.72613e-05
contig-686000002	31	232	0	0	6	1392	21898680	6.35655e-05
contig-658000001	31	417	0	0	6	2502	21898680	0.000114253
contig-835000000	31	196	0	0	3	588	21898680	2.68509e-05
contig-641000003	31	232	0	0	6	1392	21898680	6.35655e-05
contig-659000001	31	220	0	0	4	880	21898680	4.01851e-05
contig-836000000	31	423	0	0	11	4653	21898680	0.000212479
contig-642000003	31	231	0	0	4	924	21898680	4.21943e-05
contig-837000000	31	189	0	0	2	378	21898680	1.72613e-05
contig-660000001	31	577	0	0	4	2308	21898680	0.000105394
contig-643000003	31	230	0	0	7	1610	21898680	7.35204e-05
contig-838000000	31	189	0	0	2	378	21898680	1.72613e-05
contig-687000002	31	1316	0	0	189	248724	21898680	0.0113579
contig-839000000	31	189	0	0	2	378	21898680	1.72613e-05
contig-661000001	31	220	0	0	2	440	21898680	2.00925e-05
contig-644000003	31	395	0	0	10	3950	21898680	0.000180376
contig-840000000	31	189	0	0	4	756	21898680	3.45226e-05
contig-688000002	31	231	0	0	4	924	21898680	4.21943e-05
contig-662000001	31	220	0	0	8	1760	21898680	8.03701e-05
contig-841000000	31	208	0	0	6	1248	21898680	5.69897e-05
contig-645000003	31	475	0	0	3	1425	21898680	6.50724e-05
contig-842000000	31	189	0	0	4	756	21898680	3.45226e-05
contig-663000001	31	220	0	0	2	440	21898680	2.00925e-05
contig-689000002	31	366	0	0	6	2196	21898680	0.00010028
contig-646000003	31	230	0	0	4	920	21898680	4.20117e-05
contig-843000000	31	188	0	0	2	376	21898680	1.717e-05
contig-664000001	31	220	0	0	4	880	21898680	4.01851e-05
contig-690000002	31	231	0	0	2	462	21898680	2.10972e-05
contig-647000003	31	318	0	0	10	3180	21898680	0.000145214
contig-844000000	31	188	0	0	4	752	21898680	3.434e-05
contig-665000001	31	219	0	0	6	1314	21898680	6.00036e-05
contig-691000002	31	310	0	0	4	1240	21898680	5.66244e-05
contig-648000003	31	229	0	0	6	1374	21898680	6.27435e-05
contig-845000000	31	227	0	0	8	1816	21898680	8.29274e-05
contig-666000001	31	219	0	0	6	1314	21898680	6.00036e-05
contig-692000002	31	230	0	0	4	920	21898680	4.20117e-05
contig-649000003	31	229	0	0	6	1374	21898680	6.27435e-05
contig-846000000	31	188	0	0	2	376	21898680	1.717e-05
contig-667000001	31	219	0	0	4	876	21898680	4.00024e-05
contig-693000002	31	230	0	0	4	920	21898680	4.20117e-05
contig-650000003	31	228	0	0	6	1368	21898680	6.24695e-05
contig-847000000	31	187	0	0	4	748	21898680	3.41573e-05
contig-668000001	31	219	0	0	6	1314	21898680	6.00036e-05
contig-694000002	31	229	0	0	4	916	21898680	4.1829e-05
contig-651000003	31	228	0	0	6	1368	21898680	6.24695e-05
contig-848000000	31	187	0	0	2	374	21898680	1.70787e-05
contig-669000001	31	219	0	0	4	876	21898680	4.00024e-05
contig-695000002	31	230	0	0	6	1380	21898680	6.30175e-05
contig-652000003	31	229	0	0	4	916	21898680	4.1829e-05
contig-849000000	31	187	0	0	2	374	21898680	1.70787e-05
contig-670000001	31	219	0	0	4	876	21898680	4.00024e-05
contig-696000002	31	229	0	0	4	916	21898680	4.1829e-05
contig-850000000	31	207	0	0	3	621	21898680	2.83579e-05
contig-653000003	31	399	0	0	3	1197	21898680	5.46608e-05
contig-851000000	31	186	0	0	2	372	21898680	1.69873e-05
contig-671000001	31	219	0	0	6	1314	21898680	6.00036e-05
contig-697000002	31	229	0	0	2	458	21898680	2.09145e-05
contig-654000003	31	228	0	0	7	1596	21898680	7.28811e-05
contig-852000000	31	187	0	0	4	748	21898680	3.41573e-05
contig-672000001	31	219	0	0	4	876	21898680	4.00024e-05
contig-698000002	31	229	0	0	3	687	21898680	3.13718e-05
contig-853000000	31	186	0	0	2	372	21898680	1.69873e-05
contig-655000003	31	227	0	0	4	908	21898680	4.14637e-05
contig-854000000	31	186	0	0	2	372	21898680	1.69873e-05
contig-673000001	31	219	0	0	4	876	21898680	4.00024e-05
contig-699000002	31	229	0	0	3	687	21898680	3.13718e-05
contig-656000003	31	227	0	0	2	454	21898680	2.07318e-05
contig-855000000	31	186	0	0	2	372	21898680	1.69873e-05
contig-700000002	31	229	0	0	6	1374	21898680	6.27435e-05
contig-674000001	31	268	0	0	5	1340	21898680	6.11909e-05
contig-657000003	31	226	0	0	4	904	21898680	4.1281e-05
contig-856000000	31	186	0	0	2	372	21898680	1.69873e-05
contig-701000002	31	228	0	0	6	1368	21898680	6.24695e-05
contig-675000001	31	219	0	0	2	438	21898680	2.00012e-05
contig-857000000	31	185	0	0	2	370	21898680	1.6896e-05
contig-658000003	31	225	0	0	4	900	21898680	4.10984e-05
contig-858000000	31	185	0	0	2	370	21898680	1.6896e-05
contig-676000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-702000002	31	228	0	0	4	912	21898680	4.16463e-05
contig-659000003	31	225	0	0	3	675	21898680	3.08238e-05
contig-859000000	31	185	0	0	2	370	21898680	1.6896e-05
contig-677000001	31	218	0	0	4	872	21898680	3.98198e-05
contig-703000002	31	227	0	0	4	908	21898680	4.14637e-05
contig-660000003	31	340	0	0	4	1360	21898680	6.21042e-05
contig-860000000	31	221	0	0	11	2431	21898680	0.000111011
contig-678000001	31	218	0	0	4	872	21898680	3.98198e-05
contig-661000003	31	225	0	0	6	1350	21898680	6.16476e-05
contig-861000000	31	185	0	0	3	555	21898680	2.5344e-05
contig-679000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-704000002	31	830	0	0	10	8300	21898680	0.000379018
contig-862000000	31	185	0	0	4	740	21898680	3.3792e-05
contig-662000003	31	224	0	0	4	896	21898680	4.09157e-05
contig-863000000	31	185	0	0	4	740	21898680	3.3792e-05
contig-680000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-705000002	31	226	0	0	3	678	21898680	3.09608e-05
contig-864000000	31	185	0	0	4	740	21898680	3.3792e-05
contig-663000003	31	252	0	0	6	1512	21898680	6.90453e-05
contig-865000000	31	235	0	0	20	4700	21898680	0.000214625
contig-681000001	31	218	0	0	3	654	21898680	2.98648e-05
contig-706000002	31	431	0	0	7	3017	21898680	0.000137771
contig-664000003	31	223	0	0	2	446	21898680	2.03665e-05
contig-866000000	31	185	0	0	2	370	21898680	1.6896e-05
contig-682000001	31	218	0	0	4	872	21898680	3.98198e-05
contig-707000002	31	228	0	0	8	1824	21898680	8.32927e-05
contig-867000000	31	184	0	0	2	368	21898680	1.68047e-05
contig-665000003	31	222	0	0	4	888	21898680	4.05504e-05
contig-868000000	31	184	0	0	4	736	21898680	3.36093e-05
contig-683000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-708000002	31	224	0	0	4	896	21898680	4.09157e-05
contig-666000003	31	231	0	0	4	924	21898680	4.21943e-05
contig-869000000	31	184	0	0	4	736	21898680	3.36093e-05
contig-684000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-709000002	31	225	0	0	6	1350	21898680	6.16476e-05
contig-667000003	31	221	0	0	4	884	21898680	4.03677e-05
contig-870000000	31	195	0	0	8	1560	21898680	7.12372e-05
contig-685000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-710000002	31	223	0	0	4	892	21898680	4.0733e-05
contig-668000003	31	221	0	0	3	663	21898680	3.02758e-05
contig-871000000	31	183	0	0	4	732	21898680	3.34267e-05
contig-686000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-711000002	31	221	0	0	2	442	21898680	2.01839e-05
contig-669000003	31	221	0	0	4	884	21898680	4.03677e-05
contig-872000000	31	202	0	0	10	2020	21898680	9.2243e-05
contig-687000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-712000002	31	221	0	0	6	1326	21898680	6.05516e-05
contig-670000003	31	220	0	0	5	1100	21898680	5.02313e-05
contig-873000000	31	182	0	0	4	728	21898680	3.3244e-05
contig-688000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-713000002	31	220	0	0	8	1760	21898680	8.03701e-05
contig-671000003	31	220	0	0	4	880	21898680	4.01851e-05
contig-874000000	31	182	0	0	3	546	21898680	2.4933e-05
contig-689000001	31	218	0	0	2	436	21898680	1.99099e-05
contig-714000002	31	220	0	0	4	880	21898680	4.01851e-05
contig-875000000	31	209	0	0	14	2926	21898680	0.000133615
contig-672000003	31	220	0	0	8	1760	21898680	8.03701e-05
contig-690000001	31	217	0	0	6	1302	21898680	5.94556e-05
contig-715000002	31	219	0	0	6	1314	21898680	6.00036e-05
contig-673000003	31	220	0	0	5	1100	21898680	5.02313e-05
contig-876000000	31	506	0	0	6	3036	21898680	0.000138638
contig-691000001	31	217	0	0	2	434	21898680	1.98185e-05
contig-716000002	31	219	0	0	8	1752	21898680	8.00048e-05
contig-877000000	31	182	0	0	2	364	21898680	1.6622e-05
contig-674000003	31	494	0	0	9	4446	21898680	0.000203026
contig-878000000	31	182	0	0	2	364	21898680	1.6622e-05
contig-692000001	31	217	0	0	2	434	21898680	1.98185e-05
contig-717000002	31	219	0	0	4	876	21898680	4.00024e-05
contig-675000003	31	220	0	0	4	880	21898680	4.01851e-05
contig-879000000	31	182	0	0	2	364	21898680	1.6622e-05
contig-693000001	31	216	0	0	4	864	21898680	3.94544e-05
contig-718000002	31	219	0	0	2	438	21898680	2.00012e-05
contig-676000003	31	219	0	0	4	876	21898680	4.00024e-05
contig-880000000	31	181	0	0	2	362	21898680	1.65307e-05
contig-694000001	31	216	0	0	2	432	21898680	1.97272e-05
contig-719000002	31	219	0	0	4	876	21898680	4.00024e-05
contig-677000003	31	219	0	0	4	876	21898680	4.00024e-05
contig-881000000	31	181	0	0	4	724	21898680	3.30614e-05
contig-720000002	31	219	0	0	3	657	21898680	3.00018e-05
contig-678000003	31	219	0	0	6	1314	21898680	6.00036e-05
contig-882000000	31	181	0	0	2	362	21898680	1.65307e-05
contig-721000002	31	229	0	0	4	916	21898680	4.1829e-05
contig-695000001	31	660	0	0	49	32340	21898680	0.0014768
contig-679000003	31	219	0	0	4	876	21898680	4.00024e-05
contig-883000000	31	181	0	0	2	362	21898680	1.65307e-05
contig-722000002	31	219	0	0	2	438	21898680	2.00012e-05
contig-696000001	31	216	0	0	4	864	21898680	3.94544e-05
contig-884000000	31	181	0	0	2	362	21898680	1.65307e-05
contig-680000003	31	218	0	0	4	872	21898680	3.98198e-05
contig-723000002	31	219	0	0	2	438	21898680	2.00012e-05
contig-885000000	31	259	0	0	4	1036	21898680	4.73088e-05
contig-697000001	31	215	0	0	2	430	21898680	1.96359e-05
contig-681000003	31	218	0	0	2	436	21898680	1.99099e-05
contig-724000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-886000000	31	181	0	0	2	362	21898680	1.65307e-05
contig-698000001	31	215	0	0	2	430	21898680	1.96359e-05
contig-682000003	31	218	0	0	3	654	21898680	2.98648e-05
contig-887000000	31	181	0	0	4	724	21898680	3.30614e-05
contig-725000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-699000001	31	215	0	0	2	430	21898680	1.96359e-05
contig-683000003	31	218	0	0	2	436	21898680	1.99099e-05
contig-888000000	31	181	0	0	4	724	21898680	3.30614e-05
contig-700000001	31	215	0	0	2	430	21898680	1.96359e-05
contig-726000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-889000000	31	180	0	0	4	720	21898680	3.28787e-05
contig-684000003	31	218	0	0	2	436	21898680	1.99099e-05
contig-727000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-701000001	31	220	0	0	5	1100	21898680	5.02313e-05
contig-890000000	31	180	0	0	3	540	21898680	2.4659e-05
contig-685000003	31	218	0	0	3	654	21898680	2.98648e-05
contig-728000002	31	218	0	0	3	654	21898680	2.98648e-05
contig-702000001	31	214	0	0	4	856	21898680	3.90891e-05
contig-891000000	31	210	0	0	7	1470	21898680	6.71273e-05
contig-686000003	31	218	0	0	4	872	21898680	3.98198e-05
contig-729000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-703000001	31	213	0	0	2	426	21898680	1.94532e-05
contig-892000000	31	179	0	0	2	358	21898680	1.6348e-05
contig-687000003	31	225	0	0	11	2475	21898680	0.000113021
contig-730000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-704000001	31	213	0	0	2	426	21898680	1.94532e-05
contig-893000000	31	179	0	0	3	537	21898680	2.4522e-05
contig-688000003	31	217	0	0	2	434	21898680	1.98185e-05
contig-731000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-705000001	31	213	0	0	2	426	21898680	1.94532e-05
contig-894000000	31	179	0	0	2	358	21898680	1.6348e-05
contig-689000003	31	217	0	0	4	868	21898680	3.96371e-05
contig-732000002	31	218	0	0	4	872	21898680	3.98198e-05
contig-706000001	31	213	0	0	4	852	21898680	3.89065e-05
contig-895000000	31	179	0	0	4	716	21898680	3.2696e-05
contig-690000003	31	217	0	0	4	868	21898680	3.96371e-05
contig-707000001	31	213	0	0	2	426	21898680	1.94532e-05
contig-733000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-896000000	31	179	0	0	6	1074	21898680	4.90441e-05
contig-691000003	31	243	0	0	8	1944	21898680	8.87725e-05
contig-734000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-708000001	31	212	0	0	2	424	21898680	1.93619e-05
contig-897000000	31	178	0	0	2	356	21898680	1.62567e-05
contig-692000003	31	216	0	0	4	864	21898680	3.94544e-05
contig-898000000	31	178	0	0	2	356	21898680	1.62567e-05
contig-735000002	31	218	0	0	4	872	21898680	3.98198e-05
contig-709000001	31	211	0	0	4	844	21898680	3.85411e-05
contig-693000003	31	216	0	0	2	432	21898680	1.97272e-05
contig-899000000	31	178	0	0	4	712	21898680	3.25134e-05
contig-736000002	31	218	0	0	2	436	21898680	1.99099e-05
contig-710000001	31	211	0	0	4	844	21898680	3.85411e-05
contig-694000003	31	216	0	0	4	864	21898680	3.94544e-05
contig-900000000	31	178	0	0	2	356	21898680	1.62567e-05
contig-711000001	31	211	0	0	2	422	21898680	1.92706e-05
contig-737000002	31	217	0	0	4	868	21898680	3.96371e-05
contig-695000003	31	215	0	0	2	430	21898680	1.96359e-05
contig-901000000	31	177	0	0	5	885	21898680	4.04134e-05
contig-712000001	31	210	0	0	2	420	21898680	1.91792e-05
contig-738000002	31	217	0	0	2	434	21898680	1.98185e-05
contig-696000003	31	215	0	0	4	860	21898680	3.92718e-05
contig-902000000	31	177	0	0	2	354	21898680	1.61654e-05
contig-739000002	31	216	0	0	2	432	21898680	1.97272e-05
contig-697000003	31	215	0	0	4	860	21898680	3.92718e-05
contig-713000001	31	210	0	0	4	840	21898680	3.83585e-05
contig-903000000	31	177	0	0	2	354	21898680	1.61654e-05
contig-740000002	31	216	0	0	2	432	21898680	1.97272e-05
contig-698000003	31	214	0	0	2	428	21898680	1.95446e-05
contig-904000000	31	177	0	0	2	354	21898680	1.61654e-05
contig-714000001	31	210	0	0	2	420	21898680	1.91792e-05
contig-699000003	31	214	0	0	2	428	21898680	1.95446e-05
contig-905000000	31	177	0	0	2	354	21898680	1.61654e-05
contig-715000001	31	210	0	0	2	420	21898680	1.91792e-05
contig-741000002	31	216	0	0	6	1296	21898680	5.91816e-05
contig-700000003	31	214	0	0	6	1284	21898680	5.86337e-05
contig-906000000	31	176	0	0	4	704	21898680	3.21481e-05
contig-716000001	31	210	0	0	2	420	21898680	1.91792e-05
contig-742000002	31	216	0	0	2	432	21898680	1.97272e-05
contig-701000003	31	214	0	0	2	428	21898680	1.95446e-05
contig-907000000	31	176	0	0	4	704	21898680	3.21481e-05
contig-717000001	31	209	0	0	2	418	21898680	1.90879e-05
contig-743000002	31	215	0	0	4	860	21898680	3.92718e-05
contig-908000000	31	175	0	0	2	350	21898680	1.59827e-05
contig-702000003	31	214	0	0	2	428	21898680	1.95446e-05
contig-718000001	31	209	0	0	2	418	21898680	1.90879e-05
contig-909000000	31	175	0	0	2	350	21898680	1.59827e-05
contig-744000002	31	215	0	0	2	430	21898680	1.96359e-05
contig-703000003	31	214	0	0	4	856	21898680	3.90891e-05
contig-910000000	31	175	0	0	2	350	21898680	1.59827e-05
contig-719000001	31	209	0	0	4	836	21898680	3.81758e-05
contig-745000002	31	215	0	0	2	430	21898680	1.96359e-05
contig-704000003	31	213	0	0	2	426	21898680	1.94532e-05
contig-911000000	31	241	0	0	10	2410	21898680	0.000110052
contig-746000002	31	214	0	0	4	856	21898680	3.90891e-05
contig-720000001	31	311	0	0	4	1244	21898680	5.68071e-05
contig-705000003	31	213	0	0	4	852	21898680	3.89065e-05
contig-912000000	31	172	0	0	4	688	21898680	3.14174e-05
contig-721000001	31	209	0	0	2	418	21898680	1.90879e-05
contig-747000002	31	214	0	0	2	428	21898680	1.95446e-05
contig-913000000	31	172	0	0	4	688	21898680	3.14174e-05
contig-706000003	31	213	0	0	4	852	21898680	3.89065e-05
contig-914000000	31	172	0	0	2	344	21898680	1.57087e-05
contig-722000001	31	209	0	0	2	418	21898680	1.90879e-05
contig-748000002	31	213	0	0	4	852	21898680	3.89065e-05
contig-707000003	31	213	0	0	2	426	21898680	1.94532e-05
contig-915000000	31	172	0	0	2	344	21898680	1.57087e-05
contig-749000002	31	213	0	0	2	426	21898680	1.94532e-05
contig-723000001	31	209	0	0	2	418	21898680	1.90879e-05
contig-708000003	31	213	0	0	2	426	21898680	1.94532e-05
contig-916000000	31	386	0	0	7	2702	21898680	0.000123386
contig-750000002	31	213	0	0	2	426	21898680	1.94532e-05
contig-724000001	31	339	0	0	12	4068	21898680	0.000185765
contig-709000003	31	212	0	0	2	424	21898680	1.93619e-05
contig-917000000	31	238	0	0	6	1428	21898680	6.52094e-05
contig-751000002	31	213	0	0	2	426	21898680	1.94532e-05
contig-725000001	31	220	0	0	6	1320	21898680	6.02776e-05
contig-710000003	31	212	0	0	2	424	21898680	1.93619e-05
contig-918000000	31	172	0	0	4	688	21898680	3.14174e-05
contig-752000002	31	213	0	0	4	852	21898680	3.89065e-05
contig-726000001	31	208	0	0	2	416	21898680	1.89966e-05
contig-711000003	31	212	0	0	2	424	21898680	1.93619e-05
contig-919000000	31	172	0	0	6	1032	21898680	4.71261e-05
contig-753000002	31	213	0	0	2	426	21898680	1.94532e-05
contig-727000001	31	208	0	0	2	416	21898680	1.89966e-05
contig-920000000	31	171	0	0	2	342	21898680	1.56174e-05
contig-712000003	31	212	0	0	4	848	21898680	3.87238e-05
contig-921000000	31	171	0	0	2	342	21898680	1.56174e-05
contig-728000001	31	208	0	0	2	416	21898680	1.89966e-05
contig-754000002	31	212	0	0	4	848	21898680	3.87238e-05
contig-713000003	31	211	0	0	4	844	21898680	3.85411e-05
contig-922000000	31	170	0	0	2	340	21898680	1.5526e-05
contig-729000001	31	207	0	0	2	414	21898680	1.89052e-05
contig-755000002	31	212	0	0	2	424	21898680	1.93619e-05
contig-923000000	31	170	0	0	2	340	21898680	1.5526e-05
contig-714000003	31	211	0	0	2	422	21898680	1.92706e-05
contig-924000000	31	170	0	0	2	340	21898680	1.5526e-05
