locus_tag	ftype	length_bp	gene	EC_number	COG	product
POBNIBBE_02374	CDS	720	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
POBNIBBE_02375	CDS	228				hypothetical protein
POBNIBBE_02376	CDS	315	metP		COG2011	Methionine import system permease protein MetP
POBNIBBE_02377	CDS	441	metQ_2		COG1464	Methionine-binding lipoprotein MetQ
POBNIBBE_02378	CDS	669	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
POBNIBBE_02379	CDS	471	cbaB	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
POBNIBBE_02380	CDS	162				hypothetical protein
POBNIBBE_02381	CDS	396	spoIIIAH			Stage III sporulation protein AH
POBNIBBE_02382	CDS	558				hypothetical protein
POBNIBBE_02383	CDS	207				hypothetical protein
POBNIBBE_02384	CDS	195				hypothetical protein
POBNIBBE_02385	CDS	408	argR			Arginine repressor
POBNIBBE_02386	CDS	315		2.8.1.-	COG0607	Sulfurtransferase
POBNIBBE_02387	CDS	468				hypothetical protein
POBNIBBE_02388	CDS	441				hypothetical protein
POBNIBBE_02389	CDS	249	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
POBNIBBE_02390	CDS	288				hypothetical protein
POBNIBBE_02391	CDS	153	arlR_1		COG0745	Response regulator ArlR
POBNIBBE_02392	CDS	417	yscL			Yop proteins translocation protein L
POBNIBBE_02393	CDS	525				hypothetical protein
POBNIBBE_02394	CDS	249				hypothetical protein
POBNIBBE_02395	CDS	432				hypothetical protein
POBNIBBE_02396	CDS	399				hypothetical protein
POBNIBBE_02397	CDS	444				hypothetical protein
POBNIBBE_02398	CDS	267				hypothetical protein
POBNIBBE_02399	CDS	351	yloB	3.6.3.8	COG0474	Calcium-transporting ATPase
POBNIBBE_02400	CDS	180				hypothetical protein
POBNIBBE_02401	CDS	273	rpsO			30S ribosomal protein S15
POBNIBBE_02402	CDS	210				hypothetical protein
POBNIBBE_02403	CDS	240				hypothetical protein
POBNIBBE_02404	CDS	303				hypothetical protein
POBNIBBE_02405	CDS	438	rlmL_1	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
POBNIBBE_02406	CDS	375				hypothetical protein
POBNIBBE_02407	CDS	309				hypothetical protein
POBNIBBE_02408	CDS	432	ywiB		COG4506	putative beta-barrel protein YwiB
POBNIBBE_02409	CDS	246	cobB	3.5.1.-		NAD-dependent protein deacetylase
POBNIBBE_02410	CDS	222				hypothetical protein
POBNIBBE_02411	CDS	459	ribE	2.5.1.9	COG0307	Riboflavin synthase
POBNIBBE_02412	CDS	342				hypothetical protein
POBNIBBE_02413	CDS	546	spoIVFA		COG0739	Stage IV sporulation protein FA
POBNIBBE_02414	CDS	663				hypothetical protein
POBNIBBE_02415	CDS	672				hypothetical protein
POBNIBBE_02416	CDS	207	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
POBNIBBE_02417	CDS	345	rsfA			Prespore-specific transcriptional regulator RsfA
POBNIBBE_02418	CDS	540	nadR		COG1827	Transcription repressor NadR
POBNIBBE_02419	CDS	258				hypothetical protein
POBNIBBE_02420	CDS	351				hypothetical protein
POBNIBBE_02421	CDS	192				hypothetical protein
POBNIBBE_02422	CDS	375	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
POBNIBBE_02423	CDS	645	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
POBNIBBE_02424	CDS	399				hypothetical protein
POBNIBBE_02425	CDS	516				hypothetical protein
POBNIBBE_02426	CDS	177				hypothetical protein
POBNIBBE_02427	CDS	609	corA_3		COG0598	Cobalt/magnesium transport protein CorA
POBNIBBE_02428	CDS	246				hypothetical protein
POBNIBBE_02429	CDS	636	clsB		COG1502	Minor cardiolipin synthase ClsB
POBNIBBE_02430	CDS	402				hypothetical protein
POBNIBBE_02431	CDS	327				hypothetical protein
POBNIBBE_02432	CDS	399				hypothetical protein
POBNIBBE_02433	CDS	654				hypothetical protein
POBNIBBE_02434	CDS	357				hypothetical protein
POBNIBBE_02435	CDS	336	cytR		COG1609	HTH-type transcriptional repressor CytR
POBNIBBE_02436	CDS	447				hypothetical protein
POBNIBBE_02437	CDS	348				hypothetical protein
POBNIBBE_02438	CDS	198				hypothetical protein
POBNIBBE_02439	CDS	492				hypothetical protein
POBNIBBE_02440	CDS	537	dpaB	1.3.1.-	COG0452	Dipicolinate synthase subunit B
POBNIBBE_02441	CDS	240				hypothetical protein
POBNIBBE_02442	CDS	354	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
POBNIBBE_02443	CDS	411				hypothetical protein
POBNIBBE_02444	CDS	171				hypothetical protein
POBNIBBE_02445	CDS	336				hypothetical protein
POBNIBBE_02446	CDS	273	argB	2.7.2.8	COG0548	Acetylglutamate kinase
POBNIBBE_02447	CDS	228	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
POBNIBBE_02448	CDS	192	rny_2	3.1.-.-	COG1418	Ribonuclease Y
POBNIBBE_02449	CDS	393				hypothetical protein
POBNIBBE_02450	CDS	612	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
POBNIBBE_02451	CDS	297	yxlF_2	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
POBNIBBE_02452	CDS	180				hypothetical protein
POBNIBBE_02453	CDS	381				hypothetical protein
POBNIBBE_02454	CDS	270				hypothetical protein
POBNIBBE_02455	CDS	489				hypothetical protein
POBNIBBE_02456	CDS	627	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
POBNIBBE_02457	CDS	402	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
POBNIBBE_02458	CDS	522				hypothetical protein
POBNIBBE_02459	CDS	663	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
POBNIBBE_02460	CDS	609	minJ		COG0265	Cell division topological determinant MinJ
POBNIBBE_02461	CDS	318				hypothetical protein
POBNIBBE_02462	CDS	231				hypothetical protein
POBNIBBE_02463	CDS	618	sleB		COG3409	Spore cortex-lytic enzyme
POBNIBBE_02464	CDS	192				hypothetical protein
POBNIBBE_02465	CDS	324		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
POBNIBBE_02466	CDS	177				hypothetical protein
POBNIBBE_02467	CDS	426	spo0M_2		COG4326	Sporulation-control protein spo0M
POBNIBBE_02468	CDS	249				hypothetical protein
POBNIBBE_02469	CDS	249				hypothetical protein
POBNIBBE_02470	CDS	300				hypothetical protein
POBNIBBE_02471	CDS	582	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
POBNIBBE_02472	CDS	147	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
POBNIBBE_02473	CDS	312				hypothetical protein
POBNIBBE_02474	CDS	603				hypothetical protein
POBNIBBE_02475	CDS	132				hypothetical protein
POBNIBBE_02476	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
POBNIBBE_02477	CDS	543	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
POBNIBBE_02478	CDS	285				hypothetical protein
POBNIBBE_02479	CDS	357	dacB	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacB
POBNIBBE_02480	CDS	252				hypothetical protein
POBNIBBE_02481	CDS	129				hypothetical protein
POBNIBBE_02482	CDS	369	ypfD		COG0539	30S ribosomal protein S1 
POBNIBBE_02483	CDS	180				hypothetical protein
POBNIBBE_02484	CDS	465				hypothetical protein
POBNIBBE_02485	CDS	444	recA		COG0468	Protein RecA
POBNIBBE_02486	CDS	531				hypothetical protein
POBNIBBE_02487	CDS	447	fliJ		COG2882	Flagellar FliJ protein
POBNIBBE_02488	CDS	474	tmk	2.7.4.9	COG0125	Thymidylate kinase
POBNIBBE_02489	CDS	294	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
POBNIBBE_02490	CDS	150	rpmGA			50S ribosomal protein L33 1
POBNIBBE_02491	CDS	654	pepF1	3.4.24.-		Oligoendopeptidase F, plasmid
POBNIBBE_02492	CDS	186				hypothetical protein
POBNIBBE_02493	CDS	576				hypothetical protein
POBNIBBE_02494	CDS	126	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
POBNIBBE_02495	CDS	291				hypothetical protein
POBNIBBE_02496	CDS	318				hypothetical protein
POBNIBBE_02497	CDS	417	gcvPB_2	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
POBNIBBE_02498	CDS	225	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
POBNIBBE_02499	CDS	453	yhdG		COG0531	putative amino acid permease YhdG
POBNIBBE_02500	CDS	147	sspP			Small, acid-soluble spore protein P
POBNIBBE_02501	CDS	105	celD			PTS system cellobiose-specific EIIA component
POBNIBBE_02502	CDS	447				hypothetical protein
POBNIBBE_02503	CDS	417				hypothetical protein
POBNIBBE_02504	CDS	363	prfA		COG0216	Peptide chain release factor 1
POBNIBBE_02505	CDS	228				hypothetical protein
POBNIBBE_02506	CDS	324				hypothetical protein
POBNIBBE_02507	CDS	285		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
POBNIBBE_02508	CDS	330	cbiX_1	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
POBNIBBE_02509	CDS	177	racA			Chromosome-anchoring protein RacA
POBNIBBE_02510	CDS	129				hypothetical protein
POBNIBBE_02511	CDS	369				hypothetical protein
POBNIBBE_02512	CDS	336				hypothetical protein
POBNIBBE_02513	CDS	231				hypothetical protein
POBNIBBE_02514	CDS	288				hypothetical protein
POBNIBBE_02515	CDS	102				hypothetical protein
POBNIBBE_02516	CDS	174				hypothetical protein
POBNIBBE_02517	CDS	213	putP		COG0591	High-affinity proline transporter PutP
POBNIBBE_02518	CDS	477				hypothetical protein
POBNIBBE_02519	CDS	198	cheW		COG0835	Chemotaxis protein CheW
POBNIBBE_02520	CDS	363	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
POBNIBBE_02521	CDS	219	ypmQ		COG1999	SCO1 protein 
POBNIBBE_02522	CDS	174				hypothetical protein
POBNIBBE_02523	CDS	207	csfB			Anti-sigma-G factor Gin
POBNIBBE_02524	rRNA	112				5S ribosomal RNA
POBNIBBE_02525	CDS	609				hypothetical protein
POBNIBBE_02526	CDS	177				hypothetical protein
POBNIBBE_02527	CDS	201				hypothetical protein
POBNIBBE_02528	CDS	162				hypothetical protein
POBNIBBE_02529	CDS	225				hypothetical protein
POBNIBBE_02530	CDS	384	dacF_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacF
POBNIBBE_02531	CDS	312	rsmA_2	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
POBNIBBE_02532	CDS	159	hemH	4.99.1.1	COG0276	Ferrochelatase
POBNIBBE_02533	CDS	174				hypothetical protein
POBNIBBE_02534	CDS	594				hypothetical protein
POBNIBBE_02535	CDS	606	aspS	6.1.1.12		Aspartate--tRNA ligase
POBNIBBE_02536	CDS	252				hypothetical protein
POBNIBBE_02537	CDS	495	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
POBNIBBE_02538	CDS	336				hypothetical protein
POBNIBBE_02539	CDS	255				hypothetical protein
POBNIBBE_02540	CDS	183				hypothetical protein
POBNIBBE_02541	CDS	570	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
POBNIBBE_02542	CDS	138				hypothetical protein
POBNIBBE_02543	CDS	501				hypothetical protein
POBNIBBE_02544	CDS	243	cccA_3			Cytochrome c-551
POBNIBBE_02545	CDS	426	yclM	2.7.2.4	COG0527	Aspartokinase 3
POBNIBBE_02546	CDS	330	arlR_2		COG0745	Response regulator ArlR
POBNIBBE_02547	CDS	237	nfuA			Fe/S biogenesis protein NfuA
POBNIBBE_02548	CDS	417	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
POBNIBBE_02549	CDS	441				hypothetical protein
POBNIBBE_02550	CDS	300	cobD	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
POBNIBBE_02551	CDS	438	trpS	6.1.1.2		Tryptophan--tRNA ligase
POBNIBBE_02552	CDS	609				hypothetical protein
POBNIBBE_02553	CDS	300				hypothetical protein
POBNIBBE_02554	CDS	579	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
POBNIBBE_02555	CDS	213				hypothetical protein
POBNIBBE_02556	CDS	180	ynzD	3.1.3.-		Aspartyl-phosphate phosphatase YnzD
POBNIBBE_02557	CDS	237				hypothetical protein
POBNIBBE_02558	CDS	366				hypothetical protein
POBNIBBE_02559	CDS	141				hypothetical protein
POBNIBBE_02560	CDS	246	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
POBNIBBE_02561	CDS	153				hypothetical protein
POBNIBBE_02562	CDS	126	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
POBNIBBE_02563	CDS	531	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
POBNIBBE_02564	CDS	366				hypothetical protein
POBNIBBE_02565	CDS	456				hypothetical protein
POBNIBBE_02566	CDS	378	prsW	3.4.-.-	COG2339	Protease PrsW
POBNIBBE_02567	CDS	579		4.3.2.3		Ureidoglycolate lyase
POBNIBBE_02568	CDS	486	nusA_1		COG0195	Transcription termination/antitermination protein NusA
POBNIBBE_02569	CDS	315				hypothetical protein
POBNIBBE_02570	CDS	402				hypothetical protein
POBNIBBE_02571	CDS	201				hypothetical protein
POBNIBBE_02572	CDS	339				hypothetical protein
POBNIBBE_02573	CDS	204				hypothetical protein
POBNIBBE_02574	CDS	453	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
POBNIBBE_02575	CDS	207	rplGA		COG1358	putative ribosomal protein YlxQ
POBNIBBE_02576	CDS	180				hypothetical protein
POBNIBBE_02577	CDS	264	nit1	3.5.1.-		Deaminated glutathione amidase
POBNIBBE_02578	CDS	414	gerE_2		COG2771	Spore germination protein GerE
POBNIBBE_02579	CDS	150	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
POBNIBBE_02580	CDS	393				hypothetical protein
POBNIBBE_02581	CDS	507				hypothetical protein
POBNIBBE_02582	CDS	468	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
POBNIBBE_02583	CDS	246	kipA		COG1984	KipI antagonist
POBNIBBE_02584	CDS	258				hypothetical protein
POBNIBBE_02585	CDS	153				hypothetical protein
POBNIBBE_02586	CDS	129				hypothetical protein
POBNIBBE_02587	CDS	378	sspH_2			Small, acid-soluble spore protein H
POBNIBBE_02588	CDS	246				hypothetical protein
POBNIBBE_02589	CDS	189	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
POBNIBBE_02590	CDS	201	sspD			Small, acid-soluble spore protein D
POBNIBBE_02591	CDS	537	fadD3_2	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
POBNIBBE_02592	CDS	228	tusA		COG0425	Sulfur carrier protein TusA
POBNIBBE_02593	CDS	327				hypothetical protein
POBNIBBE_02594	CDS	294				hypothetical protein
POBNIBBE_02595	CDS	180				hypothetical protein
POBNIBBE_02596	CDS	306				hypothetical protein
POBNIBBE_02597	CDS	159		3.1.1.23		Thermostable monoacylglycerol lipase
POBNIBBE_02598	CDS	450				hypothetical protein
POBNIBBE_02599	CDS	456	lipA	2.8.1.8	COG0320	Lipoyl synthase
POBNIBBE_02600	CDS	168				hypothetical protein
POBNIBBE_02601	CDS	186				hypothetical protein
POBNIBBE_02602	CDS	198				hypothetical protein
POBNIBBE_02603	CDS	333				hypothetical protein
POBNIBBE_02604	CDS	339	smpB		COG0691	SsrA-binding protein
POBNIBBE_02605	CDS	300	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
POBNIBBE_02606	CDS	372				hypothetical protein
POBNIBBE_02607	CDS	216				hypothetical protein
POBNIBBE_02608	CDS	426				hypothetical protein
POBNIBBE_02609	tRNA	77				tRNA-Ile(gat)
POBNIBBE_02610	tRNA	76				tRNA-Ala(tgc)
POBNIBBE_02611	CDS	150	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
POBNIBBE_02612	CDS	279				hypothetical protein
POBNIBBE_02613	CDS	525	fadR_2			Fatty acid metabolism regulator protein
POBNIBBE_02614	tRNA	76				tRNA-Pro(cgg)
POBNIBBE_02615	tRNA	75				tRNA-Ala(tgc)
POBNIBBE_02616	tRNA	77				tRNA-Met(cat)
POBNIBBE_02617	tRNA	77				tRNA-Met(cat)
POBNIBBE_02618	tRNA	91				tRNA-Ser(tga)
POBNIBBE_02619	CDS	180	mreBH		COG1077	Protein MreBH
POBNIBBE_02620	CDS	327				hypothetical protein
POBNIBBE_02621	CDS	345	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
POBNIBBE_02622	CDS	246				hypothetical protein
POBNIBBE_02623	CDS	525	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
POBNIBBE_02624	CDS	525	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
POBNIBBE_02625	CDS	330				hypothetical protein
POBNIBBE_02626	CDS	291	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
POBNIBBE_02627	CDS	120	mntP_2			manganese efflux pump MntP
POBNIBBE_02628	CDS	351	yhgF_2		COG2183	Protein YhgF
POBNIBBE_02629	CDS	168		2.8.1.-	COG0607	Sulfurtransferase
POBNIBBE_02630	CDS	306	glkA	2.7.1.2		Glucokinase
POBNIBBE_02631	CDS	114				hypothetical protein
POBNIBBE_02632	CDS	273				hypothetical protein
POBNIBBE_02633	CDS	234	oppC		COG1173	Oligopeptide transport system permease protein OppC
POBNIBBE_02634	CDS	99				hypothetical protein
POBNIBBE_02635	CDS	471				hypothetical protein
POBNIBBE_02636	CDS	249	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
POBNIBBE_02637	CDS	198				hypothetical protein
POBNIBBE_02638	CDS	219				hypothetical protein
POBNIBBE_02639	CDS	417	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
POBNIBBE_02640	CDS	525				hypothetical protein
POBNIBBE_02641	CDS	267				hypothetical protein
POBNIBBE_02642	CDS	162				hypothetical protein
POBNIBBE_02643	CDS	177				hypothetical protein
POBNIBBE_02644	CDS	171				hypothetical protein
POBNIBBE_02645	CDS	210	sufC		COG0396	Vegetative protein 296
POBNIBBE_02646	CDS	465	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
POBNIBBE_02647	CDS	441				hypothetical protein
POBNIBBE_02648	CDS	246				hypothetical protein
POBNIBBE_02649	CDS	387	tilS_2	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
POBNIBBE_02650	CDS	255	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
POBNIBBE_02651	CDS	537	fmnP		COG3601	Riboflavin transporter FmnP
POBNIBBE_02652	CDS	282				hypothetical protein
POBNIBBE_02653	CDS	501	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
POBNIBBE_02654	CDS	168				hypothetical protein
POBNIBBE_02655	CDS	207				hypothetical protein
POBNIBBE_02656	CDS	135	scpA_2	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
POBNIBBE_02657	CDS	222	proC	1.5.1.2		Pyrroline-5-carboxylate reductase
POBNIBBE_02658	CDS	297				hypothetical protein
POBNIBBE_02659	CDS	231	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
POBNIBBE_02660	CDS	369	fapR		COG2050	Transcription factor FapR
POBNIBBE_02661	CDS	489	galK	2.7.1.6	COG0153	Galactokinase
POBNIBBE_02662	CDS	543	yokF	3.1.-.-	COG1525	SPBc2 prophage-derived endonuclease YokF
POBNIBBE_02663	CDS	105				hypothetical protein
POBNIBBE_02664	CDS	390	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
POBNIBBE_02665	CDS	138				hypothetical protein
POBNIBBE_02666	CDS	165				hypothetical protein
POBNIBBE_02667	CDS	396	yuiC		COG3584	putative protein YuiC
POBNIBBE_02668	CDS	195				hypothetical protein
POBNIBBE_02669	CDS	429	pyrG	6.3.4.2		CTP synthase
POBNIBBE_02670	CDS	219	nusA_2		COG0195	Transcription termination/antitermination protein NusA
POBNIBBE_02671	CDS	282	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
POBNIBBE_02672	CDS	138				hypothetical protein
POBNIBBE_02673	CDS	207	lytF	3.4.-.-	COG0791	Peptidoglycan endopeptidase LytF
POBNIBBE_02674	CDS	207	hemC	2.5.1.61		Porphobilinogen deaminase
POBNIBBE_02675	CDS	396	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
POBNIBBE_02676	CDS	258	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
POBNIBBE_02677	CDS	267	ccpN		COG0517	Transcriptional repressor CcpN
POBNIBBE_02678	CDS	318				hypothetical protein
POBNIBBE_02679	CDS	282				hypothetical protein
POBNIBBE_02680	CDS	390				hypothetical protein
POBNIBBE_02681	CDS	255	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
POBNIBBE_02682	CDS	405	bsaA			Glutathione peroxidase BsaA
POBNIBBE_02683	CDS	423				hypothetical protein
POBNIBBE_02684	CDS	354				hypothetical protein
POBNIBBE_02685	CDS	213		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
POBNIBBE_02686	tRNA	71				tRNA-Gly(ccc)
POBNIBBE_02687	tRNA	76				tRNA-Arg(acg)
POBNIBBE_02688	CDS	309				hypothetical protein
POBNIBBE_02689	CDS	102				hypothetical protein
POBNIBBE_02690	CDS	165	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
POBNIBBE_02691	CDS	240				hypothetical protein
POBNIBBE_02692	CDS	372	narX_3	1.7.99.4		Nitrate reductase-like protein NarX
POBNIBBE_02693	CDS	417				hypothetical protein
POBNIBBE_02694	CDS	177				hypothetical protein
POBNIBBE_02695	CDS	291				hypothetical protein
POBNIBBE_02696	CDS	306				hypothetical protein
POBNIBBE_02697	CDS	336				hypothetical protein
POBNIBBE_02698	CDS	114				hypothetical protein
POBNIBBE_02699	CDS	396	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
POBNIBBE_02700	CDS	399				hypothetical protein
POBNIBBE_02701	CDS	288				hypothetical protein
POBNIBBE_02702	CDS	489	pcrB	2.5.1.-	COG1646	Heptaprenylglyceryl phosphate synthase
POBNIBBE_02703	CDS	489	yfhA		COG0609	putative siderophore transport system permease protein YfhA
POBNIBBE_02704	CDS	150				hypothetical protein
POBNIBBE_02705	CDS	336				hypothetical protein
POBNIBBE_02706	CDS	156	rpsD			30S ribosomal protein S4
POBNIBBE_02707	CDS	447	dus_2	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
POBNIBBE_02708	CDS	261	sigX		COG1595	ECF RNA polymerase sigma factor SigX
POBNIBBE_02709	CDS	444	gudB	1.4.1.2	COG0334	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB
POBNIBBE_02710	tRNA	91				tRNA-Ser(gga)
POBNIBBE_02711	tRNA	73				tRNA-Glu(ttc)
POBNIBBE_02712	tRNA	76				tRNA-Val(tac)
POBNIBBE_02713	CDS	333				hypothetical protein
POBNIBBE_02714	CDS	408	kinA	2.7.13.3	COG0642	Sporulation kinase A
POBNIBBE_02715	CDS	483	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
POBNIBBE_02716	CDS	282	metK	2.5.1.6		S-adenosylmethionine synthase
POBNIBBE_02717	CDS	240	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
POBNIBBE_02718	CDS	189	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
POBNIBBE_02719	CDS	120	aroA_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
POBNIBBE_02720	CDS	333	pheT_3	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
POBNIBBE_02721	CDS	351	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
POBNIBBE_02722	CDS	426	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
POBNIBBE_02723	CDS	159				hypothetical protein
POBNIBBE_02724	CDS	336		3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
POBNIBBE_02725	CDS	219				hypothetical protein
POBNIBBE_02726	CDS	345				hypothetical protein
POBNIBBE_02727	CDS	258				hypothetical protein
POBNIBBE_02728	CDS	225				hypothetical protein
POBNIBBE_02729	CDS	210				hypothetical protein
POBNIBBE_02730	CDS	279				hypothetical protein
POBNIBBE_02731	CDS	405	infB_2			Translation initiation factor IF-2
POBNIBBE_02732	CDS	396			COG0071	18 kDa heat shock protein
POBNIBBE_02733	CDS	279				hypothetical protein
POBNIBBE_02734	CDS	243	cobO	2.5.1.17		Cob(I)yrinic acid a,c-diamide adenosyltransferase
POBNIBBE_02735	CDS	231	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
POBNIBBE_02736	CDS	381	dat	2.6.1.21		D-alanine aminotransferase
POBNIBBE_02737	CDS	348	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
POBNIBBE_02738	CDS	129				hypothetical protein
POBNIBBE_02739	CDS	270	cbiX_2	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
POBNIBBE_02740	CDS	141				hypothetical protein
POBNIBBE_02741	CDS	402				hypothetical protein
POBNIBBE_02742	CDS	279	yqeH		COG1161	putative protein YqeH
POBNIBBE_02743	CDS	309	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
POBNIBBE_02744	CDS	177				hypothetical protein
POBNIBBE_02745	CDS	342	ldh_2	1.4.1.9		Leucine dehydrogenase
POBNIBBE_02746	CDS	360				hypothetical protein
POBNIBBE_02747	CDS	186			COG0327	GTP cyclohydrolase 1 type 2 
POBNIBBE_02748	CDS	258	uvrC		COG0322	UvrABC system protein C
POBNIBBE_02749	CDS	216				hypothetical protein
POBNIBBE_02750	CDS	135	yneA			Cell division suppressor protein YneA
POBNIBBE_02751	CDS	330				hypothetical protein
POBNIBBE_02752	CDS	207				hypothetical protein
POBNIBBE_02753	CDS	417	mreB		COG1077	Rod shape-determining protein MreB
POBNIBBE_02754	CDS	189				hypothetical protein
POBNIBBE_02755	CDS	159				hypothetical protein
POBNIBBE_02756	CDS	201				hypothetical protein
POBNIBBE_02757	CDS	171	ackA	2.7.2.1	COG0282	Acetate kinase
POBNIBBE_02758	CDS	369				hypothetical protein
POBNIBBE_02759	CDS	408				hypothetical protein
POBNIBBE_02760	CDS	381				hypothetical protein
POBNIBBE_02761	CDS	165				hypothetical protein
POBNIBBE_02762	CDS	225	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
POBNIBBE_02763	CDS	198				hypothetical protein
POBNIBBE_02764	CDS	399				hypothetical protein
POBNIBBE_02765	CDS	297	guaB_2	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
POBNIBBE_02766	CDS	183	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
POBNIBBE_02767	CDS	333				hypothetical protein
POBNIBBE_02768	CDS	351	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
POBNIBBE_02769	CDS	306	ppa	3.6.1.1		Inorganic pyrophosphatase
